Month,CBSACode,CBSATitle,Nielsen HH Rank,Hotness Rank ,Hotness Rank M/M,Hotness Rank Y/Y,Hotness Score,Supply Score,Demand Score,Median DOM,Median DOM M/M,Median DOM M/M Perc,Median DOM Y/Y,Median DOM Y/Y Perc,Median DOM (vs US),Views Per Property M/M,Views Per Property Y/Y,Views Per Property  (vs US),Median Listing Price,Median Listing Price M/M,Median Listing Price Y/Y,Median Listing Price  (vs US),Quality Flag
201812,26900,"Indianapolis-Carmel-Anderson, IN",32,81,-28,-4,68.729097,64.88294314,72.57525084,72,13.5,0.2308,1,0.0141,-8,-0.0241,0.2273,1.3279,235000,-0.0124,0.1196,0.8131,0
201812,45540,"The Villages, FL",288,132,-6,-41,57.35786,57.19063545,57.52508361,75,5,0.0714,6.5,0.0949,-5,-0.0541,0.2281,1.1475,269900,0.0416,0.0421,0.9339,0
201812,36860,"Ottawa-Peru, IL",268,260,-17,17,18.561873,16.05351171,21.07023411,102,14,0.1591,-11,-0.0973,22,-0.02,0.2895,0.8033,119900,-0.0315,0.0033,0.4149,0
201812,48660,"Wichita Falls, TX",286,192,11,30,36.956522,53.17725753,20.73578595,76,8.5,0.1259,-13,-0.1461,-4,0.0769,0.225,0.8033,135000,-0.0173,0.2054,0.4671,0
201812,40380,"Rochester, NY",50,26,-6,-3,84.448161,72.57525084,96.32107023,69,10,0.1695,3,0.0455,-11,-0.0393,0.236,1.8033,179900,0.0286,0.0903,0.6225,0
201812,12260,"Augusta-Richmond County, GA-SC",93,267,-7,9,15.886288,19.06354515,12.7090301,100,10.5,0.1173,0,0,20,-0.012,0.4643,0.6721,214005,-0.0046,0.0005,0.7405,0
201812,40580,"Rocky Mount, NC",274,285,9,9,9.364548,5.016722408,13.71237458,117,-0.5,-0.0043,-4,-0.0331,37,0.0909,0.4,0.6885,139500,0.0115,0.0509,0.4827,0
201812,15540,"Burlington-South Burlington, VT",201,261,-12,-6,18.227425,4.013377926,32.44147157,118,14.5,0.1401,-3,-0.0248,38,-0.0609,0.1489,0.8852,309000,-0.0039,0.0334,1.0692,0
201812,42200,"Santa Maria-Santa Barbara, CA",136,162,-13,-40,48.160535,42.47491639,53.84615385,85,12,0.1644,-0.5,-0.0058,5,-0.0286,-0.0556,1.1148,915000,0.0178,0.0178,3.1661,0
201812,22660,"Fort Collins, CO",147,117,2,-27,60.367893,72.57525084,48.16053512,69,9.5,0.1597,-4,-0.0548,-11,0.0078,-0.0299,1.0656,425000,-0.0134,0.0103,1.4706,0
201812,10500,"Albany, GA",279,299,1,-4,1.337793,2.006688963,0.668896321,123,0,0,15,0.1389,43,0.12,0.3333,0.459,119000,-0.0476,-0.0238,0.4118,0
201812,28940,"Knoxville, TN",59,87,2,41,67.892977,44.81605351,90.96989967,82,7,0.0933,-1,-0.012,2,-0.0198,0.4559,1.623,259900,0,0.04,0.8993,0
201812,15940,"Canton-Massillon, OH",120,27,-6,46,83.61204,93.64548495,73.57859532,58,11,0.234,-6,-0.0938,-22,-0.0465,0.4386,1.3443,139900,-0.0305,0.0762,0.4841,0
201812,42100,"Santa Cruz-Watsonville, CA",182,80,-15,-50,69.063545,64.88294314,73.24414716,72,14,0.2414,3,0.0435,-8,0.0446,-0.1717,1.3443,896500,-0.0281,-0.0038,3.1021,0
201812,17820,"Colorado Springs, CO",77,8,-2,-4,93.311037,91.63879599,94.98327759,59,9.5,0.1919,4,0.0727,-21,0.0291,-0.1017,1.7377,369900,0.0079,-0.0263,1.2799,0
201812,45820,"Topeka, KS",192,88,-7,-14,67.892977,73.91304348,61.8729097,68,8,0.1333,3,0.0462,-12,-0.071,0.2203,1.1803,124900,0.023,0.1365,0.4322,0
201812,26380,"Houma-Thibodaux, LA",218,298,1,2,2.006689,4.013377926,0,118,7.25,0.0655,0,0,38,0.0952,0.0952,0.377,184787.5,0.0043,0.0806,0.6394,0
201812,20020,"Dothan, AL",269,294,3,4,6.020067,6.688963211,5.351170569,114.5,8.5,0.0802,1.5,0.0133,34.5,0.0794,0.619,0.5574,165700,0.0135,0.0781,0.5734,0
201812,36100,"Ocala, FL",144,125,8,6,58.026756,72.24080268,43.81270903,69.5,5,0.0775,-2.5,-0.0347,-10.5,-0.0615,0.22,1,199900,-0.0001,0.0527,0.6917,0
201812,29180,"Lafayette, LA",107,295,0,-22,5.852843,7.357859532,4.347826087,112,6.5,0.0616,12,0.12,32,0,0.1379,0.541,206000,-0.0048,-0.0096,0.7128,0
201812,36780,"Oshkosh-Neenah, WI",235,175,-8,13,43.812709,45.81939799,41.80602007,81,16,0.2462,3,0.0385,1,0.1215,0.4286,0.9836,169900,-0.0178,0.0625,0.5879,0
201812,31180,"Lubbock, TX",164,67,12,-15,72.742475,88.9632107,56.52173913,61,10,0.1961,3,0.0517,-19,0.0455,0.1695,1.1311,215000,-0.0137,-0.044,0.7439,0
201812,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6,62,-11,32,73.578595,53.17725753,93.97993311,76,10,0.1515,-5,-0.0617,-4,-0.019,0.3377,1.6885,250000,-0.0529,0.0504,0.8651,0
201812,44180,"Springfield, MO",110,119,-3,39,59.197324,68.22742475,50.16722408,71,6.5,0.1008,-8,-0.1013,-9,-0.0504,0.2941,1.082,184900,-0.0005,0.0566,0.6398,0
201812,49660,"Youngstown-Warren-Boardman, OH-PA",94,166,-21,48,47.491639,36.12040134,58.86287625,88.5,13.5,0.18,-7.5,-0.0781,8.5,-0.0411,0.4894,1.1475,119000,-0.0058,0.1121,0.4118,0
201812,49420,"Yakima, WA",209,54,-19,31,75.919732,80.93645485,70.90301003,66.5,13.75,0.2607,-7.5,-0.1014,-13.5,-0.0533,0.1111,1.3115,275000,0.0348,0.1707,0.9516,0
201812,12100,"Atlantic City-Hammonton, NJ",176,238,-25,34,24.916388,22.40802676,27.42474916,97,7.5,0.0838,-13,-0.1182,17,-0.1034,0.3684,0.8525,239900,-0.0085,0.0476,0.8301,0
201812,10780,"Alexandria, LA",277,281,0,-41,10.869565,11.0367893,10.70234114,108,13,0.1368,18,0.2,28,0.0667,0.1111,0.6557,174000,-0.0057,-0.0373,0.6021,0
201812,16980,"Chicago-Naperville-Elgin, IL-IN-WI",3,139,-10,-13,54.180602,72.57525084,35.78595318,69,11,0.1897,-3,-0.0417,-11,-0.0179,0.0784,0.9016,279000,-0.0209,0.0337,0.9654,0
201812,17860,"Columbia, MO",237,232,-6,-30,26.421405,31.43812709,21.40468227,90.5,13.5,0.1753,12.5,0.1603,10.5,0.0426,0.2564,0.8033,239450,0.0148,0.0415,0.8285,0
201812,23580,"Gainesville, GA",246,252,6,-99,23.076923,36.4548495,9.698996656,88,5,0.0602,19,0.2754,8,0.013,-0.0714,0.6393,325000,-0.0119,0.036,1.1246,0
201812,18140,"Columbus, OH",31,4,-1,5,94.481605,91.63879599,97.32441472,59,8.75,0.1741,-1,-0.0167,-21,0,-0.0569,1.9016,229900,-0.0402,0.0455,0.7955,0
201812,27740,"Johnson City, TN",204,103,-9,4,62.541806,29.43143813,95.65217391,93,14.5,0.1847,7,0.0814,13,-0.0526,0.3671,1.7705,194950,-0.049,-0.0233,0.6746,0
201812,21140,"Elkhart-Goshen, IN",228,70,-8,14,72.408027,80.93645485,63.87959866,66.5,9.5,0.1667,-4.5,-0.0634,-13.5,-0.0513,0.1746,1.2131,189200,0.012,0.1847,0.6547,0
201812,27900,"Joplin, MO",241,171,1,-12,45.48495,62.20735786,28.76254181,73.5,1,0.0138,-3.5,-0.0455,-6.5,-0.0862,0.06,0.8689,149900,-0.0051,0.0715,0.5187,0
201812,24300,"Grand Junction, CO",275,121,-4,-35,58.528428,64.88294314,52.17391304,72,10.75,0.1755,2,0.0286,-8,0,0.0984,1.0984,319900,0.0091,0.1466,1.1069,0
201812,29820,"Las Vegas-Henderson-Paradise, NV",33,46,-3,-15,77.424749,95.31772575,59.53177258,55,10.75,0.2429,-3,-0.0517,-25,-0.021,-0.0278,1.1475,319900,-0.0003,0.1069,1.1069,0
201812,24660,"Greensboro-High Point, NC",69,66,9,103,72.909699,57.19063545,88.62876254,75,8,0.1194,-13,-0.1477,-5,0.0323,0.6552,1.5738,219900,0.0023,0.1459,0.7609,0
201812,33700,"Modesto, CA",116,17,6,-7,87.458194,94.64882943,80.26755853,56,10.5,0.2308,5,0.098,-24,0.0539,0.0233,1.4426,344700,0.0138,-0.0008,1.1927,0
201812,37900,"Peoria, IL",130,214,10,14,31.772575,33.44481605,30.10033445,89,6.5,0.0788,-5.5,-0.0582,9,0.0192,0.2927,0.8689,129900,0,-0.0553,0.4495,0
201812,38060,"Phoenix-Mesa-Scottsdale, AZ",13,42,10,-2,78.595318,97.32441472,59.86622074,53,8.5,0.191,-4,-0.0702,-27,0.0145,0.129,1.1475,329900,-0.0001,0.0309,1.1415,0
201812,44300,"State College, PA",270,146,31,11,52.006689,36.4548495,67.55852843,88,0.25,0.0028,6,0.0732,8,0.0556,0.3571,1.2459,239500,-0.0493,0.0647,0.8287,0
201812,42660,"Seattle-Tacoma-Bellevue, WA",14,154,-1,-97,49.16388,88.9632107,9.364548495,61,15,0.3261,10,0.1961,-19,0.0857,-0.3091,0.623,549995,0,0.1111,1.9031,0
201812,45900,"Traverse City, MI",261,272,-6,-3,14.715719,4.013377926,25.4180602,118,15.5,0.1512,-5,-0.0407,38,0.02,0.186,0.8361,319000,0.0166,-0.0339,1.1038,0
201812,46060,"Tucson, AZ",51,79,6,48,69.063545,91.63879599,46.48829431,59,6.5,0.1238,-5,-0.0781,-21,-0.0303,0.4884,1.0492,279000,-0.0009,0.0735,0.9654,0
201812,15980,"Cape Coral-Fort Myers, FL",73,217,29,-23,31.103679,53.17725753,9.030100334,76,-2.5,-0.0318,3,0.0411,-4,-0.0513,0.1563,0.6066,299000,-0.0022,-0.0352,1.0346,0
201812,47300,"Visalia-Porterville, CA",146,33,-18,-5,81.270903,70.90301003,91.63879599,70,12.5,0.2174,5,0.0769,-10,-0.0698,0.2048,1.6393,264900,-0.0003,0.0814,0.9166,0
201812,27100,"Jackson, MI",264,68,-7,38,72.742475,76.92307692,68.56187291,67,10,0.1754,-8,-0.1067,-13,-0.0256,0.2063,1.2459,149000,-0.0063,-0.006,0.5156,0
201812,17140,"Cincinnati, OH-KY-IN",28,40,6,35,79.264214,85.6187291,72.909699,63,9.5,0.1776,-6,-0.087,-17,-0.0061,0.2857,1.3279,233500,-0.0253,0.086,0.808,0
201812,38900,"Portland-Vancouver-Hillsboro, OR-WA",23,151,-7,-79,50,73.91304348,26.08695652,68,11.5,0.2035,6,0.0968,-12,0,-0.0893,0.8361,453000,-0.0044,0.0067,1.5675,0
201812,17460,"Cleveland-Elyria, OH",26,45,-3,50,77.759197,62.87625418,92.64214047,73,8.5,0.1318,-6,-0.0759,-7,-0.0291,0.3514,1.6393,170000,-0.0286,0.0658,0.5882,0
201812,40220,"Roanoke, VA",151,213,5,-6,32.77592,36.4548495,29.09698997,88,7.5,0.0932,-6,-0.0638,8,0.0192,0.0816,0.8689,219950,-0.007,-0.0406,0.7611,0
201812,17900,"Columbia, SC",67,190,16,6,38.628763,39.7993311,37.45819398,86,6.5,0.0818,7,0.0886,6,0.0275,0.4,0.918,231925,0.0163,0.1655,0.8025,0
201812,41860,"San Francisco-Oakland-Hayward, CA",11,6,2,-4,94.147157,99.33110368,88.9632107,51,13,0.3421,6,0.1333,-29,0.1034,-0.2381,1.5738,855000,-0.0431,-0.0372,2.9585,0
201812,21340,"El Paso, TX",75,233,15,26,26.254181,43.81270903,8.695652174,83,5.5,0.071,-6,-0.0674,3,0,0.5417,0.6066,175750,0.0043,0.0493,0.6081,0
201812,46140,"Tulsa, OK",54,145,33,-22,52.508361,73.91304348,31.10367893,68,2.5,0.0382,2,0.0303,-12,0.0495,0.1522,0.8689,210000,-0.0233,0.0633,0.7266,0
201812,25060,"Gulfport-Biloxi-Pascagoula, MS",133,241,6,-5,24.247492,19.06354515,29.43143813,100,5,0.0526,4,0.0417,20,0.0095,0.2619,0.8689,189900,-0.0175,0.0609,0.6571,0
201812,47940,"Waterloo-Cedar Falls, IA",238,196,-15,-21,35.953177,52.17391304,19.73244147,77,8.5,0.1241,1,0.0132,-3,-0.1028,0.0667,0.7869,139900,-0.0096,0.0527,0.4841,0
201812,27980,"Kahului-Wailuku-Lahaina, HI",276,143,22,-18,53.846154,22.40802676,85.28428094,97,-18.75,-0.162,2,0.0211,17,-0.07,0.1205,1.5246,899900,0.018,0.0908,3.1138,0
201812,10580,"Albany-Schenectady-Troy, NY",55,258,-3,-14,19.565217,27.75919732,11.37123746,94,9,0.1059,-2,-0.0208,14,-0.0588,0.0256,0.6557,285900,-0.008,0.0603,0.9893,0
201812,39060,"Pottsville, PA",278,194,-12,59,36.622074,24.08026756,49.1638796,96,13.75,0.1672,-11,-0.1028,16,-0.0294,0.5349,1.082,74900,-0.0138,0.0715,0.2592,0
201812,11540,"Appleton, WI",194,82,8,33,68.729097,76.92307692,60.53511706,67,15.25,0.2947,-5,-0.0694,-13,0.1008,0.2679,1.1639,210000,0.0002,0.1419,0.7266,0
201812,39300,"Providence-Warwick, RI-MA",39,50,-2,42,76.254181,76.92307692,75.58528428,67,10.5,0.1858,-7,-0.0946,-13,0.0061,0.2388,1.3607,339000,-0.0101,0.0431,1.173,0
201812,12020,"Athens-Clarke County, GA",221,227,9,-45,28.595318,25.4180602,31.77257525,95,11.5,0.1377,13,0.1585,15,0.08,0.1489,0.8852,276848,0.0142,0.0257,0.958,0
201812,41540,"Salisbury, MD-DE",126,290,-12,3,7.859532,2.675585284,13.04347826,121,11.75,0.1076,-3,-0.0242,41,-0.1183,0.2813,0.6721,310450,-0.0222,0.0383,1.0742,0
201812,13980,"Blacksburg-Christiansburg-Radford, VA",230,188,-3,11,38.963211,1.672240803,76.2541806,123.5,10.5,0.0929,8.5,0.0739,43.5,-0.0345,0.3125,1.377,234325,0.0038,-0.0027,0.8108,0
201812,42140,"Santa Fe, NM",248,216,-6,18,31.605351,5.016722408,58.19397993,117,14.5,0.1415,-18,-0.1333,37,0.0072,0.2963,1.1475,580000,0.0044,0.0175,2.0069,0
201812,14460,"Boston-Cambridge-Newton, MA-NH",10,9,-4,7,90.635452,82.60869565,98.66220736,65,13,0.25,1,0.0156,-15,0.0268,0.2523,2.1967,499900,-0.0014,0.0204,1.7298,0
201812,32580,"McAllen-Edinburg-Mission, TX",90,265,2,23,16.555184,29.43143813,3.678929766,93,5.5,0.0629,-18,-0.1622,13,-0.0588,0.1852,0.5246,189900,0,0,0.6571,0
201812,24780,"Greenville, NC",231,271,-2,8,14.715719,10.03344482,19.39799331,109,9.25,0.0927,6,0.0583,29,0.0105,0.6,0.7869,195900,-0.0003,0.0365,0.6779,0
201812,32820,"Memphis, TN-MS-AR",43,38,26,40,79.431438,68.22742475,90.63545151,71,5.5,0.084,-4,-0.0533,-9,0.0316,0.3067,1.6066,205000,-0.0284,0.0864,0.7093,0
201812,31080,"Los Angeles-Long Beach-Anaheim, CA",2,64,2,-49,73.076923,94.64882943,51.50501672,56,10,0.2174,5,0.098,-24,-0.0075,-0.175,1.082,710000,-0.0207,0.0144,2.4567,0
201812,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",8,248,6,-6,23.411371,33.44481605,13.37792642,89,2.5,0.0289,-4,-0.043,9,-0.0465,0.1389,0.6721,384900,-0.0003,-0.0003,1.3318,0
201812,31340,"Lynchburg, VA",175,300,-2,-54,1.003344,0.668896321,1.337792642,135,13,0.1066,35,0.35,55,-0.0476,-0.2683,0.4918,149992.5,-0.032,-0.3179,0.519,0
201812,39580,"Raleigh, NC",46,97,0,-27,63.377926,50.8361204,75.91973244,78,10.5,0.1556,5,0.0685,-2,-0.0119,0.137,1.3607,339900,0,0.014,1.1761,0
201812,37100,"Oxnard-Thousand Oaks-Ventura, CA",76,44,6,-25,78.26087,82.60869565,73.91304348,65,11.5,0.215,7,0.1207,-15,0.038,-0.0238,1.3443,679000,-0.0015,-0.0293,2.3495,0
201812,11100,"Amarillo, TX",181,136,-9,-23,56.354515,64.88294314,47.82608696,72,11,0.1803,0,0,-8,0.0078,0.1607,1.0656,229900,-0.0066,0.0948,0.7955,0
201812,12580,"Baltimore-Columbia-Towson, MD",21,161,-10,-15,48.160535,64.88294314,31.43812709,72,11,0.1803,0,0,-8,-0.0275,0.1277,0.8689,298000,-0.023,0.0456,1.0311,0
201812,16540,"Chambersburg-Waynesboro, PA",271,157,14,66,48.829431,33.44481605,64.21404682,89,9.5,0.1195,-13.5,-0.1317,9,0.0882,0.5417,1.2131,199900,-0.0002,-0.0244,0.6917,0
201812,16700,"Charleston-North Charleston, SC",71,226,13,-34,28.595318,39.7993311,17.39130435,86,5.5,0.0683,3,0.0361,6,-0.011,0,0.7377,364775,-0.0028,0.0077,1.2622,0
201812,18580,"Corpus Christi, TX",118,231,-1,37,26.421405,16.05351171,36.78929766,102,10.5,0.1148,-16,-0.1356,22,0.009,0.3333,0.918,239500,0.0059,0.0239,0.8287,0
201812,22500,"Florence, SC",212,254,10,-13,22.240803,16.05351171,28.42809365,102,-2.5,-0.0239,-1,-0.0097,22,0.0392,0.2045,0.8689,162808,-0.0192,-0.0127,0.5633,0
201812,25180,"Hagerstown-Martinsburg, MD-WV",183,202,-5,-2,34.949833,33.44481605,36.4548495,89,8.25,0.1022,3,0.0349,9,-0.082,0.2174,0.918,226000,-0.0131,0.1306,0.782,0
201812,28140,"Kansas City, MO-KS",30,91,-36,-56,66.220736,53.17725753,79.26421405,76,15,0.2459,5,0.0704,-4,-0.0169,0.0235,1.4262,279000,0.0148,0.1162,0.9654,0
201812,27340,"Jacksonville, NC",239,287,1,0,8.862876,3.344481605,14.3812709,120,6,0.0526,11,0.1009,40,0.012,0.5556,0.6885,196900,0.0097,0.0643,0.6813,0
201812,32900,"Merced, CA",216,108,5,-50,61.705686,85.6187291,37.79264214,63,11.5,0.2233,10,0.1887,-17,0.0364,0.0179,0.9344,299999.5,0.0003,-0.0164,1.0381,0
201812,29460,"Lakeland-Winter Haven, FL",88,72,21,27,71.73913,73.91304348,69.56521739,68,2.5,0.0382,-5,-0.0685,-12,-0.037,0.2581,1.2787,224900,0,0.0223,0.7782,0
201812,1,United States,0,,,,,,,80,9,0.1268,-3,-0.0361,,-0.0161,0.1731,,289000,-0.0137,0.0708,,0
201812,29740,"Las Cruces, NM",217,266,-4,-4,16.555184,21.40468227,11.70568562,99,9.25,0.1031,2,0.0206,19,0,0.1714,0.6721,202950,-0.01,-0.0336,0.7022,0
201812,12620,"Bangor, ME",257,256,-11,24,20.401338,2.675585284,38.1270903,121,20,0.198,-7,-0.0547,41,0.0088,0.425,0.9344,157000,-0.0181,0.0474,0.5433,0
201812,31700,"Manchester-Nashua, NH",124,34,-4,14,80.434783,62.87625418,97.99331104,73,12,0.1967,-3,-0.0395,-7,0.0558,0.2424,2.0164,325000,0.0002,0.0484,1.1246,0
201812,12980,"Battle Creek, MI",298,130,-12,-21,57.525084,68.22742475,46.82274247,71,10,0.1639,2,0.029,-9,-0.0299,0.2264,1.0656,135450,0.032,0.2314,0.4687,0
201812,33860,"Montgomery, AL",145,276,6,15,11.538462,19.06354515,4.013377926,100,6,0.0638,-8,-0.0741,20,0.0313,0.4348,0.541,184900,-0.0024,0.1206,0.6398,0
201812,16740,"Charlotte-Concord-Gastonia, NC-SC",24,32,13,29,81.438127,72.57525084,90.30100334,69,7,0.1129,-6,-0.08,-11,0.0104,0.2125,1.5902,323268,-0.0068,-0.0053,1.1186,0
201812,45300,"Tampa-St. Petersburg-Clearwater, FL",17,28,10,-2,83.277592,86.95652174,79.59866221,62,4,0.069,-1,-0.0159,-18,-0.0492,0.1013,1.4262,259900,-0.0054,-0.0004,0.8993,0
201812,19740,"Denver-Aurora-Lakewood, CO",20,85,2,-72,68.394649,91.63879599,45.15050167,59,12,0.2553,-3,-0.0484,-21,0.0248,-0.4414,1.0164,449950,-0.0001,-0.1584,1.5569,0
201812,13740,"Billings, MT",233,199,-13,-79,35.284281,20.73578595,49.83277592,99.5,18,0.2209,18.5,0.2284,19.5,0.0154,-0.0435,1.082,271000,0.002,-0.0128,0.9377,0
201812,29420,"Lake Havasu City-Kingman, AZ",207,176,-3,14,43.478261,60.2006689,26.75585284,74,9,0.1385,-7,-0.0864,-6,0.0297,0.2093,0.8525,284000,-0.0159,0.136,0.9827,0
201812,26980,"Iowa City, IA",240,245,-26,-56,24.080268,32.10702341,16.05351171,90,13,0.1688,1,0.0112,10,-0.1111,-0.1373,0.7213,274900,0.0053,-0.0681,0.9512,0
201812,41740,"San Diego-Carlsbad, CA",18,37,7,-31,79.598662,97.65886288,61.53846154,52,10,0.2381,3,0.0612,-28,0.0143,-0.2198,1.1639,649900,-0.0107,-0.0002,2.2488,0
201812,36740,"Orlando-Kissimmee-Sanford, FL",25,43,4,12,78.428094,70.90301003,85.95317726,70,7.5,0.12,-4,-0.0541,-10,-0.0157,0.175,1.541,299900,0,0.0135,1.0377,0
201812,44060,"Spokane-Spokane Valley, WA",98,21,1,18,86.789298,81.60535117,91.97324415,66,12,0.2222,-4,-0.0571,-14,0.0471,0.25,1.6393,299000,0.0355,0.1544,1.0346,0
201812,39140,"Prescott, AZ",188,140,-4,-16,54.180602,33.44481605,74.91638796,89,10.25,0.1302,0,0,9,-0.0178,0.0779,1.3607,399000,0,-0.0023,1.3806,0
201812,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",7,86,-4,-5,67.892977,84.61538462,51.17056856,64,12,0.2308,-1,-0.0154,-16,0.0076,0.1786,1.082,419976.5,-0.0233,0.012,1.4532,0
201812,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",37,219,-4,2,30.100334,57.19063545,3.010033445,75,9,0.1364,-4,-0.0506,-5,0,0.2917,0.5082,279000,0,0.0372,0.9654,0
201812,48540,"Wheeling, WV-OH",267,164,-5,13,48.160535,22.0735786,74.24749164,98,14,0.1667,-3,-0.0297,18,0.0375,0.2576,1.3607,135000,-0.0046,0.0809,0.4671,0
201812,47580,"Warner Robins, GA",229,250,11,-69,23.244147,24.74916388,21.73913043,95.5,5.5,0.0611,15.5,0.1938,15.5,0.1529,0.1136,0.8033,209900,-0.0078,0.1053,0.7263,0
201812,14540,"Bowling Green, KY",249,234,3,-19,26.086957,36.4548495,15.71906355,88,9.5,0.121,0.5,0.0057,8,0.0233,0.1,0.7213,249900,0.002,0.1906,0.8647,0
201812,20500,"Durham-Chapel Hill, NC",96,122,1,7,58.361204,44.81605351,71.90635452,82,9.5,0.131,-5,-0.0575,2,0.0318,0.125,1.3279,351050,-0.018,0.003,1.2147,0
201812,26620,"Huntsville, AL",113,268,2,-19,15.217391,22.40802676,8.026755853,97,6.75,0.0748,8,0.0899,17,-0.0263,0.3214,0.6066,254950,-0.0005,0.1085,0.8822,0
201812,21780,"Evansville, IN-KY",156,124,4,18,58.19398,60.2006689,56.18729097,74,4.5,0.0647,-3,-0.039,-6,-0.0548,0.2545,1.1311,159900,-0.0277,0.0667,0.5533,0
201812,27500,"Janesville-Beloit, WI",255,24,-13,3,85.284281,73.91304348,96.65551839,68,14,0.2593,0,0,-12,-0.0044,0.1915,1.8361,171750,-0.0453,0.0577,0.5943,0
201812,26140,"Homosassa Springs, FL",256,172,18,-17,44.481605,48.16053512,40.80267559,80,3.5,0.0458,7,0.0959,0,0.0261,0.2826,0.9672,220000,-0.0393,0.1055,0.7612,0
201812,29700,"Laredo, TX",225,109,53,29,61.705686,60.2006689,63.21070234,74,-4.5,-0.0573,-9,-0.1084,-6,0.021,0.1587,1.1967,175000,-0.0141,-0.0272,0.6055,0
201812,27780,"Johnstown, PA",290,273,-8,19,14.214047,3.678929766,24.74916388,119,12.5,0.1174,-9,-0.0703,39,-0.0192,0.5,0.8361,70000,-0.0759,-0.0278,0.2422,0
201812,30460,"Lexington-Fayette, KY",102,207,-6,19,33.946488,45.81939799,22.0735786,81,9,0.125,-7,-0.0795,1,-0.02,0.3243,0.8033,265000,-0.0182,0,0.917,0
201812,35660,"Niles-Benton Harbor, MI",259,208,-21,10,33.946488,18.39464883,49.49832776,101,10,0.1099,-3,-0.0288,21,-0.0638,0.32,1.082,278000,0.002,0.1124,0.9619,0
201812,40420,"Rockford, IL",154,12,25,53,88.294314,86.95652174,89.63210702,62,2,0.0333,-12,-0.1622,-18,0,0.2436,1.5902,129900,-0.0413,-0.0378,0.4495,0
201812,40980,"Saginaw, MI",219,149,-47,1,51.003344,62.20735786,39.7993311,73.5,14,0.2353,-0.5,-0.0068,-6.5,-0.1387,0.18,0.9672,124900,-0.0385,0.2503,0.4322,0
201812,43580,"Sioux City, IA-NE-SD",253,56,-17,46,75.41806,70.90301003,79.93311037,70,9.5,0.157,-16,-0.186,-10,-0.0881,0.0864,1.4426,199000,-0.0049,-0.0048,0.6886,0
201812,12540,"Bakersfield, CA",79,55,2,12,75.41806,73.91304348,76.92307692,68,8.5,0.1429,-4,-0.0556,-12,0.0059,0.1806,1.3934,245000,-0.0178,0.0208,0.8478,0
201812,43780,"South Bend-Mishawaka, IN-MI",160,112,22,23,61.036789,50.8361204,71.23745819,78,2,0.0263,-3,-0.037,-2,-0.0123,0.3333,1.3115,149950,-0.0321,0.1539,0.5189,0
201812,14260,"Boise City, ID",83,20,-10,4,86.956522,95.31772575,78.59531773,55,8,0.1702,-5,-0.0833,-25,-0.0899,0.1026,1.4098,334900,0.0149,0.1315,1.1588,0
201812,21500,"Erie, PA",167,240,-15,14,24.414716,14.3812709,34.44816054,103,18,0.2118,-11,-0.0965,23,0.028,0.25,0.9016,134900,-0.0328,0.0075,0.4668,0
201812,17780,"College Station-Bryan, TX",193,259,-7,-51,19.565217,22.40802676,16.72240803,97,11,0.1279,15,0.1829,17,0,0.125,0.7377,266500,-0.0126,-0.1396,0.9221,0
201812,27620,"Jefferson City, MO",281,141,2,20,54.180602,48.16053512,60.2006689,80,6,0.0811,-8,-0.0909,0,-0.0274,0.1833,1.1639,169900,0.0071,0.1032,0.5879,0
201812,23420,"Fresno, CA",70,23,4,-9,85.284281,86.95652174,83.61204013,62,9.5,0.181,3,0.0508,-18,0.0222,-0.0108,1.5082,308000,-0.0032,0.0102,1.0657,0
201812,33340,"Milwaukee-Waukesha-West Allis, WI",38,22,4,32,86.454849,88.9632107,83.94648829,61,9.5,0.1845,-11,-0.1528,-19,0.0395,0.2267,1.5082,244900,-0.0165,0.1396,0.8474,0
201812,31540,"Madison, WI",78,104,3,-8,61.87291,53.17725753,70.56856187,76,10,0.1515,-4,-0.05,-4,0.0464,0.0676,1.2951,307500,0.0234,0.0603,1.064,0
201812,38940,"Port St. Lucie, FL",112,165,-2,-44,47.993311,62.87625418,33.11036789,73,6,0.0896,7,0.1061,-7,-0.0442,0.125,0.8852,285000,0.0173,0.0465,0.9862,0
201812,35380,"New Orleans-Metairie, LA",44,94,16,-14,64.548495,44.81605351,84.28093645,82,6,0.0789,4,0.0513,2,0.0055,0.1795,1.5082,275000,-0.0143,0.0204,0.9516,0
201812,39380,"Pueblo, CO",250,36,-11,-18,79.93311,70.56856187,89.29765886,70.5,12,0.2051,12.5,0.2155,-9.5,-0.0537,0.1279,1.5902,249900,-0.0086,0.0417,0.8647,0
201812,35840,"North Port-Sarasota-Bradenton, FL",62,174,18,-3,43.812709,52.17391304,35.45150502,77,-1,-0.0128,2,0.0267,-3,-0.0517,0.2222,0.9016,349000,-0.0026,-0.0026,1.2076,0
201812,42540,"Scranton--Wilkes-Barre--Hazleton, PA",92,205,-6,25,34.280936,11.70568562,56.85618729,107,10,0.1031,-1,-0.0093,27,-0.0483,0.4082,1.1311,149500,-0.003,0.0686,0.5173,0
